sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
不似劳车辙，空留八骏名。	苗晋卿	奉和圣制早登太行山中言志	八骏（周穆王，西王母）	1	[[8, 9]]	[8, 9,八骏（周穆王，西王母）]
襄王忽妖梦，宋玉复淫辞。万事捐宫馆，空山云雨期。	元稹	楚歌十首之四	阳台（宋玉，楚襄王，瑶姬）	1	[[19, 22]]	[19, 22,阳台（宋玉，楚襄王，瑶姬）]
长沙不久留才子，贾谊何须吊屈平。	王维	送杨少府贬郴州	长沙谪（贾谊）	1	[[0, 2]]	[0, 2,长沙谪（贾谊）]
笑他范蠡贪婪甚，相罢金多始退闲。	徐夤	退居	范蠡	1	[[2, 3]]	[2, 3,范蠡]
桂枝妄举手，萍路空劳生。	孟郊	题从叔述灵岩山壁	桂枝（郤诜）	1	[[0, 1]]	[0, 1,桂枝（郤诜）]
顾己文章非酷似，敢将幽劣俟洪炉。	卢纶	敬酬大府二十四舅览诗卷因以见示	洪炉;酷似（何无忌，刘牢之，刘裕）	2	[[13, 14]];[[5, 6]]	[13, 14,洪炉];[5, 6,酷似（何无忌，刘牢之，刘裕）]
偶因麋鹿随丰草，谬荷鸳鸾借末行。	皇甫冉	酬李补阙	鸳鹭	1	[[10, 11]]	[10, 11,鸳鹭]
谁借楚山住，年年事耦耕。	皎然	兵后与故人别予西上至今在扬楚因有是寄	沮溺（子路，孔子，桀溺，长沮）	1	[[9, 10]]	[9, 10,沮溺（子路，孔子，桀溺，长沮）]
旷哉远此忧，冥冥商山皓。	储光羲	效古二首之一	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	2	[[8, 9, 10]]	[8, 9, 10,紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）]
谢安舟楫风还起，梁苑池台雪欲飞。	杜甫	戏作寄上汉中王二首之二	梁苑客（刘武，司马相如，邹阳，枚乘）	1	[[8, 10]]	[8, 10,梁苑客（刘武，司马相如，邹阳，枚乘）]
不料邯郸虱，俄成即墨牛。	温庭筠	过华清宫二十二韵	即墨牛（田单）	1	[[8, 9, 10]]	[8, 9, 10,即墨牛（田单）]
且咏闲居赋，飞翔去未能。	李群玉	杜门	闲居赋（潘岳）	1	[[2, 3, 4]]	[2, 3, 4,闲居赋（潘岳）]
既逢解佩游女，更值凌波宓妃。	李德裕	鸳鸯篇	洛浦（宓妃，曹植）	2	[[9, 10, 11, 12]]	[9, 10, 11, 12,洛浦（宓妃，曹植）]
苟非夷齐心，岂得无战争。	于濆	古征战	采薇（伯夷，叔齐）	1	[[2, 3]]	[2, 3,采薇（伯夷，叔齐）]
贾氏窥帘韩掾少，宓妃留枕魏王才。	李商隐	无题四首	韩寿（贾充，贾午，韩寿）	1	[[0, 1, 2, 3]]	[0, 1, 2, 3,韩寿（贾充，贾午，韩寿）]
白刃方盈国，黄金不上台。	李咸用	惜别	黄金台（燕昭王，郭隗）	1	[[6, 8]]	[6, 8,黄金台（燕昭王，郭隗）]
一榻早年容孺子，双旌今日别文翁。	罗隐	重送朗州张员外	解榻（周璆，徐稚，陈蕃）;文翁	2	[[4, 7]];[[13, 14]]	[4, 7,解榻（周璆，徐稚，陈蕃）];[13, 14,文翁]
须知片木用，莫向散材看。	朱湾	咏柏板	散樗（惠施，庄子）	1	[[8, 9]]	[8, 9,散樗（惠施，庄子）]
今来寄新诗，乃类陶渊明。	刘禹锡	酬湖州崔郎中见寄	陶潜	2	[[8, 9, 10]]	[8, 9, 10,陶潜]
词庭草欲奏，温室树无言。	韦元旦	早朝	温树	1	[[6, 7]]	[6, 7,温树]
为神讵比沟中断，遇赏还同爨下馀。	韩愈	题木居士二首之二	焦尾（蔡邕）	1	[[12, 13, 14]]	[12, 13, 14,焦尾（蔡邕）]
怀贤想邹枚，登高思荆棘。	高适	酬庞十兵曹	邹枚	1	[[3, 4]]	[3, 4,邹枚]
道林曾放雪翎飞，应悔庭除闭羽衣。	李谷	和皮日休悼鹤	放鹤（支遁）	1	[[3, 4, 5]]	[3, 4, 5,放鹤（支遁）]
石家蜡烛何曾剪，荀令香炉可待熏。	李商隐	牡丹	荀令香（荀彧）	2	[[8, 9, 10, 11]]	[8, 9, 10, 11,荀令香（荀彧）]
红叶寺多诗景致，白衣人尽酒交游。	高骈	途次内黄马病寄僧舍呈诸友人	送酒（陶潜，王弘）	1	[[8, 10]]	[8, 10,送酒（陶潜，王弘）]
尺书能不吝，时望鲤鱼传。	孟浩然	送王大校书	双鱼	1	[[8, 9]]	[8, 9,双鱼]
上界鼎成云缥缈，西陵舞罢泪阑干。	刘沧	秋日过昭陵	鼎湖（黄帝）	1	[[2, 3]]	[2, 3,鼎湖（黄帝）]
共醉八门回画舸，独还三径掩书堂。	许浑	送元昼上人归苏州兼寄张厚二首	三径（求仲，羊仲，蒋诩）	1	[[10, 11]]	[10, 11,三径（求仲，羊仲，蒋诩）]
少微何处堕，留恨白杨风。	韦庄	哭麻处士	白杨悲;少微堕（谢敷）	2	[[8, 10]];[[0, 2]]	[8, 10,白杨悲];[0, 2,少微堕（谢敷）]
骚雅锵金掷，风流醉玉颓。	齐己	寄答武陵幕中何支使二首之一	玉山颓（嵇康）	1	[[9, 10]]	[9, 10,玉山颓（嵇康）]
临邛行乐处，莫到白头回。	李频	送友人入蜀	文君（卓文君，卓王孙，司马相如）	1	[[0, 1]]	[0, 1,文君（卓文君，卓王孙，司马相如）]
似濯文君锦，如窥汉女妆。	李群玉	临水蔷薇	文君（卓文君，卓王孙，司马相如）	1	[[2, 3]]	[2, 3,文君（卓文君，卓王孙，司马相如）]
定想褰帷政，还闻坐啸声。	钱起	送卫功曹赴荆南	褰帷;坐啸	2	[[2, 3]];[[8, 9]]	[2, 3,褰帷];[8, 9,坐啸]
依刘未是咏，访戴宁忘诸。	齐己	荆渚病中因思匡庐遂成三百字寄梁先辈	乘兴（戴逵，王徽之）;依刘（王粲，刘表）	2	[[6, 7]];[[0, 1]]	[6, 7,乘兴（戴逵，王徽之）];[0, 1,依刘（王粲，刘表）]
安车未至柴关外，片玉已藏坟土新。	李咸用	悼范摅处士	桂枝（郤诜）	1	[[8, 9]]	[8, 9,桂枝（郤诜）]
高谈闵仲叔，逸气刘公干。	储光羲	贻刘高士别	公干（刘桢）	2	[[8, 9, 10]]	[8, 9, 10,公干（刘桢）]
应缘五斗米，数日滞渊明。	张循之	送王汶宰江阴	五斗米（陶潜）	1	[[2, 3, 4]]	[2, 3, 4,五斗米（陶潜）]
方从列子御，更逐浮云归。	董思恭	咏风	风驭（列禦寇）	1	[[2, 3, 4]]	[2, 3, 4,风驭（列禦寇）]
若以掌言看谏猎，相如从此病辉光。	黄滔	喜侯舍人蜀中新命三首	相如（司马相如）	1	[[8, 9]]	[8, 9,相如（司马相如）]
况为珠履客，即泊锦帆堤。	杜牧	初上船留寄	珠履（黄歇）	2	[[2, 3, 4]]	[2, 3, 4,珠履（黄歇）]
悲鸣五里无人问，肠断三声谁为续。	骆宾王	艳情代郭氏答卢照邻	第三声	1	[[9, 12]]	[9, 12,第三声]
血誓竟讹谬，膏明易煎蒸。	孟郊	吊元鲁山	膏明易煎	1	[[6, 7, 8, 9]]	[6, 7, 8, 9,膏明易煎]
曾失玄珠求象罔，不将双耳负伶伦。	赵嘏	成名年献座主仆射兼呈同年	伶伦（伶伦，黄帝）	1	[[13, 14]]	[13, 14,伶伦（伶伦，黄帝）]
激昂仰鹓鹭，献替欣盐梅。	岑参	酬裴员外以诗代书	盐梅（傅说，殷高宗）	1	[[9, 10]]	[9, 10,盐梅（傅说，殷高宗）]
谁知系虏者，贾谊是书生。	李端	度关山	贾谊;系名王（贾谊）	2	[[6, 7]];[[2, 3]]	[6, 7,贾谊];[2, 3,系名王（贾谊）]
晓向妆台与画眉，镜中长欲助娇姿。	罗虬	比红儿诗	画眉（张敞）	1	[[5, 6]]	[5, 6,画眉（张敞）]
西亭系五马，为送故人归。	岑参	陪使君早春西亭送王赞府赴选	五马	1	[[3, 4]]	[3, 4,五马]
蜀魄未归长滴血，只应偏滴此丛多。	韩偓	净兴寺杜鹃一枝繁艳无比	蜀魄（杜宇）	1	[[0, 1]]	[0, 1,蜀魄（杜宇）]
逝川前后水，浮世短长生。	李群玉	长沙开元寺昔与故长林侍御题松竹联句	逝川（孔子）	1	[[0, 1]]	[0, 1,逝川（孔子）]
从此图南路，青云步武间。	权德舆	送宇文文府赴行在	大鹏（庄子）	1	[[2, 3]]	[2, 3,大鹏（庄子）]
无人更献椒花颂，有客同参柏子禅。	戴叔伦	二灵寺守岁	椒花颂（陈氏）	1	[[4, 5, 6]]	[4, 5, 6,椒花颂（陈氏）]
伏波惟愿裹尸还，定远何须生入关。	李益	塞下曲	伏波（路博德，马援）;生入关（班超）	2	[[0, 1]];[[12, 13, 14]]	[0, 1,伏波（路博德，马援）];[12, 13, 14,生入关（班超）]
婵娟似恨襄王梦，猿叫断岩秋藓稀。	刘沧	题巫山庙	阳台（宋玉，楚襄王，瑶姬）	1	[[4, 5, 6]]	[4, 5, 6,阳台（宋玉，楚襄王，瑶姬）]
如何今濩落，闻君辛苦辞。	刘禹锡	和董庶中古散调词赠尹果毅	濩落（惠子，庄子）	1	[[3, 4]]	[3, 4,濩落（惠子，庄子）]
燕然山上字，男子见须羞。	王贞白	塞上曲	勒燕然（窦宪）	1	[[0, 2]]	[0, 2,勒燕然（窦宪）]
一麾出守还，黄屋朔风卷。	杜甫	八哀诗故秘书少监武功苏公源明	黄屋;一麾（阮咸，阮咸，颜延之）	3	[[6, 7]];[[0, 1, 2, 3]]	[6, 7,黄屋];[0, 1, 2, 3,一麾（阮咸，阮咸，颜延之）]
莫道谢公方在郡，五言今日为君休。	韦应物	答秦十四校书	谢朓	1	[[2, 3]]	[2, 3,谢朓]
机杼非桑女，林园异木奴。	温庭筠	病中书怀呈友人	木奴（孙休，李衡）	1	[[9, 10]]	[9, 10,木奴（孙休，李衡）]
鲛人献微绡，曾祝沉豪牛。	杜甫	奉同郭给事汤东灵湫作	鲛人	1	[[0, 1]]	[0, 1,鲛人]
张范善终始，吾等岂不慕。	王昌龄	郑县宿陶太公馆中赠冯六元二	鸡黍（张劭，范式）	1	[[0, 1, 2, 3, 4]]	[0, 1, 2, 3, 4,鸡黍（张劭，范式）]
庞公嘉遁所，浪迹难追攀。	阎防	夕次鹿门山作	庞公	1	[[0, 1]]	[0, 1,庞公]
献纳开东观，君王问长卿。	杜甫	赠陈二补阙	献赋（刘彻，司马相如，扬雄，杨得意）	1	[[8, 9, 10]]	[8, 9, 10,献赋（刘彻，司马相如，扬雄，杨得意）]
谪官桃源去，寻花几处行。秦人如旧识，出户笑相迎。	李白	赠从弟南平太守之遥二首	桃源（陶潜）	1	[[2, 3]]	[2, 3,桃源（陶潜）]
松桂生丹禁，鸳鹭集云台。	韦应物	和张舍人夜直中书寄吏部刘员外	云台（邓禹）	1	[[9, 10]]	[9, 10,云台（邓禹）]
燕歌易水怨，剑舞蛟龙腥。	鲍溶	秋思三首	易水寒（聂政，荆轲，燕丹）	1	[[1, 4]]	[1, 4,易水寒（聂政，荆轲，燕丹）]
几日调金鼎，诸君欲望尘。	李端	喜皇甫郎中拜谕德兼集贤学士	盐梅（傅说，殷高宗）	1	[[2, 3]]	[2, 3,盐梅（傅说，殷高宗）]
玉阶草露积，金屋网尘生。	张循之	长门怨	金屋（刘彻）	1	[[6, 7]]	[6, 7,金屋（刘彻）]
戎狄方构患，休牛殊未遑。	独孤及	送相里郎中赴江西	休牛（周武王）	1	[[6, 7]]	[6, 7,休牛（周武王）]
神女向高唐，巫山下夕阳。	宋之问	内题赋得巫山雨	阳台（宋玉，楚襄王，瑶姬）	1	[[0, 1]]	[0, 1,阳台（宋玉，楚襄王，瑶姬）]
巴歌掩白雪，鲍肆埋兰芳。	李群玉	自澧浦东游江表途出巴丘投员外从公虞	白雪（宋玉）	2	[[0, 1], [3, 4]]	[0, 1,白雪（宋玉）]; [3, 4,白雪（宋玉）]
我家有棠阴，枝叶竟不繁。	邵谒	送从弟长安下第南归觐亲	甘棠（召公姬奭）	1	[[3, 4]]	[3, 4,甘棠（召公姬奭）]
子牟怀魏阙，元凯滞襄城。	崔湜	襄城即事	魏阙（公子牟）;元凯	2	[[3, 4]];[[6, 7]]	[3, 4,魏阙（公子牟）];[6, 7,元凯]
难逢王济知音癖，欲就燕昭买骏名。	韩琮	咏马	知音;骏骨（燕昭王，郭隗）	2	[[4, 5]];[[12, 13]]	[4, 5,知音];[12, 13,骏骨（燕昭王，郭隗）]
龙舟下瞰鲛人室，羽节高临凤女台。	李峤	太平公主山亭侍宴应制	吹箫（弄玉，秦穆公，萧史）	2	[[12, 13, 14]]	[12, 13, 14,吹箫（弄玉，秦穆公，萧史）]
失意因休便买山，白云深处寄柴关。	李涉	山居送僧	买山（支遁，深公，巢父，许由）	1	[[5, 6]]	[5, 6,买山（支遁，深公，巢父，许由）]
无谋静国东归去，羞过商山四老祠。	段成式	题商山庙	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	3	[[10, 11, 12, 13]]	[10, 11, 12, 13,紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）]
大历年中骑竹马，几人得见会昌春。	白居易	喜入新年自咏（时年七十一）	竹马	1	[[5, 6]]	[5, 6,竹马]
华省思仙侣，疲民爱使君。	姚合	送崔玄亮赴果州冬夜宴韩卿宅	仙舟（李膺，郭太）	1	[[3, 5]]	[3, 5,仙舟（李膺，郭太）]
如今到死得闲处，还有诗赋歌康哉。	韩愈	感春五首	咏康哉（舜）	1	[[13, 15]]	[13, 15,咏康哉（舜）]
麒麟图画鸿雁行，紫极出入黄金印。	杜甫	惜别行送向卿进奉端午御衣之上都	雁行	2	[[4, 5, 6]]	[4, 5, 6,雁行]
独有南冠客，耿耿泣离群。	卢照邻	赠李荣道士	南冠（钟仪）	1	[[2, 3]]	[2, 3,南冠（钟仪）]
献亲冬集书，比橘复何如。	姚合	送雍陶及第归觐	怀橘（潘岳，陆绩）	1	[[6, 7]]	[6, 7,怀橘（潘岳，陆绩）]
不知柯烂者，何处看围棋。	韦执中	陪韩退之窦贻周同寻刘尊师不遇得师字	烂柯（王质）	1	[[2, 3]]	[2, 3,烂柯（王质）]
闻说羊车趋盛府，何言琼树在东林。	武元衡	至栎阳崇道寺闻严十少府趋侍	琼树;玉人（卫玠，裴楷）	2	[[10, 11]];[[2, 3]]	[10, 11,琼树];[2, 3,玉人（卫玠，裴楷）]
岂要黄河誓，须勒燕然石。	崔融	塞垣行	勒燕然（窦宪）	3	[[7, 8, 9, 10]]	[7, 8, 9, 10,勒燕然（窦宪）]
瑶台千万里，不觉往来赊。	韦渠牟	步虚词十九首之十六	瑶台	1	[[0, 1]]	[0, 1,瑶台]
更许穷荒谷，追歌白雪前。	吕温	奉和武中丞秋日台中寄怀简诸僚友（时西蕃使回。奉命追和）	白雪（宋玉）	1	[[8, 9]]	[8, 9,白雪（宋玉）]
西墙苔漠漠，南浦梦依依。	杜牧	为人题赠二首	南浦（江淹）	1	[[6, 7]]	[6, 7,南浦（江淹）]
自怜亦是膺门客，吟想恩荣气益振。	王传	和襄阳徐相公商贺徐副使加章绶	登龙（李膺）	1	[[4, 5]]	[4, 5,登龙（李膺）]
知爱鲁连归海上，肯令王剪在频阳。	杨巨源	赠张将军	却秦（鲁仲连）	1	[[2, 3, 4]]	[2, 3, 4,却秦（鲁仲连）]
才归龙尾含鸡舌，更立螭头运兔毫。	姚合	寄右史李定言	含香	2	[[4, 5, 6]]	[4, 5, 6,含香]
宁辞园令秩，不改渊明调。	钱起	罢章陵令山居过中峰道者二首之一	陶潜	1	[[8, 9]]	[8, 9,陶潜]
冯唐毛发白，归兴日萧萧。	杜甫	哭王彭州抡	冯唐	1	[[0, 1]]	[0, 1,冯唐]
相如曾作凤兮吟，昔被文君会此音。	孙玄照	琴中歌赠王仙仙	楚狂（孔子，楚狂）	1	[[4, 5]]	[4, 5,楚狂（孔子，楚狂）]
赤水千丈深，玄珠几人得。	李群玉	湘中别成威阇黎	玄珠	1	[[6, 7]]	[6, 7,玄珠]
燕王买骏骨，渭老得熊罴。	杜甫	赠崔十三评事公辅	磻溪（吕尚，周文王）;骏骨（燕昭王，郭隗）	6	[[8, 9, 10]];[[0, 1, 2, 3, 4]]	[8, 9, 10,磻溪（吕尚，周文王）];[0, 1, 2, 3, 4,骏骨（燕昭王，郭隗）]
箕裘空在念，咄咄谁推贤。	钱起	海畔秋思	书空（殷浩）	1	[[6, 7]]	[6, 7,书空（殷浩）]
刺促成纪人，好学鸱夷子。	李贺	昌谷诗	鸱夷子（范蠡）	1	[[8, 9, 10]]	[8, 9, 10,鸱夷子（范蠡）]
今日桓公座，多愧孟嘉才。	阴行先	和张燕公湘中九日登高	落帽（孟嘉，桓温）	1	[[8, 10]]	[8, 10,落帽（孟嘉，桓温）]
朱门陪宴多投辖，青眼留欢任吐茵。	白居易	和刘汝州酬侍中见寄长句因书集贤坊胜事戏而问之	青眼（阮籍）	1	[[8, 9]]	[8, 9,青眼（阮籍）]
名逃郤诜策，兴发谢玄文。	钱起	送李秀才落第游荆楚	桂枝（郤诜）	2	[[2, 3, 4]]	[2, 3, 4,桂枝（郤诜）]
桃源寂寂烟霞闭，天路悠悠星汉斜。	戴叔伦	赠韩道士	桃源（陶潜）	1	[[0, 1]]	[0, 1,桃源（陶潜）]
蒙庄环外知音少，阮籍途穷旨趣低。	贯休	山居诗二十四首	途穷（阮籍）	2	[[8, 9, 10, 11]]	[8, 9, 10, 11,途穷（阮籍）]
醉凭青琐窥韩寿，闲掷金梭恼谢鲲。	赵光远	题妓莱儿壁	韩寿（贾充，贾午，韩寿）	2	[[4, 5, 6]]	[4, 5, 6,韩寿（贾充，贾午，韩寿）]
已叹漳滨卧，何言驻隙难。	司空曙	哭王注	过隙;漳滨卧（刘桢）	2	[[8, 9]];[[2, 3, 4]]	[8, 9,过隙];[2, 3, 4,漳滨卧（刘桢）]
黄绶俄三载，青云未九迁。	钱起	李四劝为尉氏尉李七勉为开封尉	黄绶	1	[[0, 1]]	[0, 1,黄绶]
南人伐竹湘山下，交根接叶满泪痕。请君先问湘江水，然我此恨乃可论。	李益	从军次六胡北饮马磨剑石为祝殇词	湘妃（唐尧，女英，娥皇，舜，虞舜）	1	[[3, 5]]	[3, 5,湘妃（唐尧，女英，娥皇，舜，虞舜）]
泫然为汝下雨泪，无由反旆羲和车。	韩愈	李花二首之一	羲和	1	[[12, 13]]	[12, 13,羲和]
定知怀魏阙，回首海西头。	钱起	重送陆侍御使日本	魏阙（公子牟）	1	[[3, 4]]	[3, 4,魏阙（公子牟）]
颖微囊未出，寒甚谷难吹。	刘禹锡	罢郡归洛阳寄友人	毛遂（毛遂，赵胜）	1	[[2, 3, 4]]	[2, 3, 4,毛遂（毛遂，赵胜）]
桃源勿遽返，再访恐君迷。	王维	和宋中丞夏日游福贤观天长寺寺即陈左相宅所施之作	桃源（陶潜）	1	[[0, 1]]	[0, 1,桃源（陶潜）]
舍人下兮青宫，据胡床兮书空。	王维	登楼歌	书空（殷浩）	1	[[11, 12]]	[11, 12,书空（殷浩）]
礼乐遥传鲁伯禽，宾客争过魏公子。	高适	题李别驾壁	信陵（魏无忌）	1	[[12, 13, 14]]	[12, 13, 14,信陵（魏无忌）]
惭和周郎应见顾，感知大造竟无穷。	刘耕	和主司王起	误曲（周瑜）	1	[[2, 4]]	[2, 4,误曲（周瑜）]
挈带看朱绂，开箱睹黑裘。	杜甫	村雨	貂裘（秦惠王，苏秦）	1	[[9, 10]]	[9, 10,貂裘（秦惠王，苏秦）]
恭己临四极，垂衣驭八荒。	李世民	元日	垂衣	1	[[6, 7]]	[6, 7,垂衣]
猛将谋臣徒自贵，蛾眉一笑塞尘清。	汪遵	昭君	蛾眉（庄姜）	1	[[8, 9]]	[8, 9,蛾眉（庄姜）]
昔人豪贵信陵君，今人耕种信陵坟。	李白	梁园吟	信陵（魏无忌）	2	[[4, 5, 6]]	[4, 5, 6,信陵（魏无忌）]
为法应过七祖寺，忘名不到五侯门。	皎然	送如献上人游长安	五侯	1	[[12, 13]]	[12, 13,五侯]
刘琨坐啸风清塞，谢朓题诗月满楼。	武元衡	酬严司空荆南见寄	谢朓;刘琨啸（刘琨）	2	[[8, 9]];[[0, 2]]	[8, 9,谢朓];[0, 2,刘琨啸（刘琨）]
圣朝久弃青云士，他日谁怜张长公。	李白	单父东楼秋夜送族弟沈之秦	张长公（张挚）	1	[[12, 13, 14]]	[12, 13, 14,张长公（张挚）]
白狼河北音书断，丹凤城南秋夜长。	沈佺期	古意呈补阙乔知之	吹箫（弄玉，秦穆公，萧史）	2	[[8, 9, 10]]	[8, 9, 10,吹箫（弄玉，秦穆公，萧史）]
神仙得似红儿貌，应免刘郎忆世间。	罗虬	比红儿诗	阮郎（刘晨，阮肇）	1	[[10, 11]]	[10, 11,阮郎（刘晨，阮肇）]
远师驺忌鼓鸣琴，去和南风惬舜心。	柳宗元	李西川荐琴石	南风（舜）	1	[[10, 11]]	[10, 11,南风（舜）]
不须更作悲秋赋，王粲辞家鬓已凋。	韦庄	早秋夜作	王粲（王粲）	1	[[8, 9]]	[8, 9,王粲（王粲）]
青鸟东飞正落梅，衔花满口下瑶台。	薛涛	酬辛员外折花见遗	青鸟（刘彻，西王母）;瑶台	2	[[0, 1]];[[13, 14]]	[0, 1,青鸟（刘彻，西王母）];[13, 14,瑶台]
芳草迷三岛，澄波似五湖。	温庭筠	病中书怀呈友人	蓬莱	1	[[3, 4]]	[3, 4,蓬莱]
即此神仙对琼圃，何烦辙迹向瑶池。	徐彦伯	苑中遇雪应制	瑶池（周穆王，西王母）	1	[[13, 14]]	[13, 14,瑶池（周穆王，西王母）]
垂名入甲成龙去，列姓如丁作鹤来。	黄滔	二月二日宴中贻同年封先辈渭	令威（丁令威）	1	[[11, 12]]	[11, 12,令威（丁令威）]
动询黄阁老，肯虑白登围。	杜甫	送卢十四弟侍御报韦尚书（之晋）灵榇归上都二十韵	白登围（刘邦）	1	[[8, 9, 10]]	[8, 9, 10,白登围（刘邦）]
副君迎绮季，天子送严光。	王绩	赠李徵君大寿	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）;严陵（严光）	2	[[3, 4]];[[9, 10]]	[3, 4,紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）];[9, 10,严陵（严光）]
挂却衣冠披薜荔，世人应是笑狂愚。	刘商	寄李辅	挂冠（逢萌）	1	[[2, 4]]	[2, 4,挂冠（逢萌）]
对酒不能伤此别，尺书凭雁往来通。	刘沧	留别崔浣秀才昆仲	鸿雁（刘彻，苏武）	1	[[9, 12]]	[9, 12,鸿雁（刘彻，苏武）]
自喜蜗牛舍，兼容燕子巢。	李商隐	自喜	蜗舍	1	[[2, 3, 4]]	[2, 3, 4,蜗舍]
一朝趋金门，十载奉瑶墀。	崔湜	景龙二年余自门下平章削阶授江州员外司马寻拜襄州刺史春日赴襄阳途中言志	金门（扬雄）	1	[[3, 4]]	[3, 4,金门（扬雄）]
阮咸虽别巷，遥识此时心。	李端	寄上舍人叔	小阮（阮咸，阮籍）	1	[[0, 1]]	[0, 1,小阮（阮咸，阮籍）]
黄金范蠡曾辞禄，白首虞翻未信方。	唐彦谦	任潜谋隐之作	范蠡	1	[[2, 3]]	[2, 3,范蠡]
柏梁赋诗不及宴，长楸走马谁相数。	李颀	放歌行答从弟墨卿	柏梁	1	[[0, 1]]	[0, 1,柏梁]
